Logging to training_random_logs/5_robots/logs/PPO_set1
Using cpu device
Training started on Tue Jan 27 16:19:06 2026
Experiment configuration: {'algorithm': 'PPO', 'set': 1, 'verbose': 1, 'steps': 1000000, 'num_robots': 5, 'num_envs': 4, 'seed': 33, 'log_steps': 10000, 'resume': False, 'device': 'cpu'}
----------------------------------------
| rollout/                |            |
|    approx_kl            | 0.0018614142 |
|    clip_fraction        | 0.00352      |
|    clip_range           | 0.2          |
|    entropy_loss         | -27.7        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 8.16e+09     |
|    n_updates            | 1080         |
|    policy_gradient_loss | -0.00203     |
|    std                  | 1.54         |
|    value_loss           | 1.54e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 15.6         |
|    ep_rew_mean          | -2.58e+05    |
| time/                   |              |
|    fps                  | 920          |
|    time_elapsed         | 977          |
|    total_timesteps      | 900000       |
| train/                  |              |
|    approx_kl            | 0.0022893664 |
|    clip_fraction        | 0.00276      |
|    clip_range           | 0.2          |
|    entropy_loss         | -27.8        |
|    explained_variance   | 1.79e-07     |
|    learning_rate        | 0.0017       |
|    loss                 | 8.16e+09     |
|    n_updates            | 1090         |
|    policy_gradient_loss | -0.00235     |
|    std                  | 1.55         |
|    value_loss           | 1.57e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 15.2         |
|    ep_rew_mean          | -2.57e+05    |
| time/                   |              |
|    fps                  | 917          |
|    time_elapsed         | 991          |
|    total_timesteps      | 910000       |
| train/                  |              |
|    approx_kl            | 0.0020573938 |
|    clip_fraction        | 0.00228      |
|    clip_range           | 0.2          |
|    entropy_loss         | -27.9        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 8.72e+09     |
|    n_updates            | 1110         |
|    policy_gradient_loss | -0.00199     |
|    std                  | 1.56         |
|    value_loss           | 1.47e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 18.1         |
|    ep_rew_mean          | -3e+05       |
| time/                   |              |
|    fps                  | 918          |
|    time_elapsed         | 1001         |
|    total_timesteps      | 920000       |
| train/                  |              |
|    approx_kl            | 0.0020450437 |
|    clip_fraction        | 0.00214      |
|    clip_range           | 0.2          |
|    entropy_loss         | -28          |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 7.76e+09     |
|    n_updates            | 1120         |
|    policy_gradient_loss | -0.00236     |
|    std                  | 1.57         |
|    value_loss           | 1.46e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 12.9         |
|    ep_rew_mean          | -2.31e+05    |
| time/                   |              |
|    fps                  | 919          |
|    time_elapsed         | 1011         |
|    total_timesteps      | 930000       |
| train/                  |              |
|    approx_kl            | 0.0019059674 |
|    clip_fraction        | 0.00164      |
|    clip_range           | 0.2          |
|    entropy_loss         | -28.1        |
|    explained_variance   | 2.38e-07     |
|    learning_rate        | 0.0017       |
|    loss                 | 7.41e+09     |
|    n_updates            | 1130         |
|    policy_gradient_loss | -0.00198     |
|    std                  | 1.58         |
|    value_loss           | 1.52e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 14.1         |
|    ep_rew_mean          | -2.43e+05    |
| time/                   |              |
|    fps                  | 920          |
|    time_elapsed         | 1021         |
|    total_timesteps      | 940000       |
| train/                  |              |
|    approx_kl            | 0.0021094028 |
|    clip_fraction        | 0.00232      |
|    clip_range           | 0.2          |
|    entropy_loss         | -28.1        |
|    explained_variance   | -2.38e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 6.63e+09     |
|    n_updates            | 1140         |
|    policy_gradient_loss | -0.00286     |
|    std                  | 1.58         |
|    value_loss           | 1.47e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 18           |
|    ep_rew_mean          | -2.92e+05    |
| time/                   |              |
|    fps                  | 921          |
|    time_elapsed         | 1031         |
|    total_timesteps      | 950000       |
| train/                  |              |
|    approx_kl            | 0.0016026159 |
|    clip_fraction        | 0.00148      |
|    clip_range           | 0.2          |
|    entropy_loss         | -28.2        |
|    explained_variance   | 5.96e-08     |
|    learning_rate        | 0.0017       |
|    loss                 | 6.23e+09     |
|    n_updates            | 1150         |
|    policy_gradient_loss | -0.00216     |
|    std                  | 1.59         |
|    value_loss           | 1.46e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 15.7         |
|    ep_rew_mean          | -2.63e+05    |
| time/                   |              |
|    fps                  | 918          |
|    time_elapsed         | 1045         |
|    total_timesteps      | 960000       |
| train/                  |              |
|    approx_kl            | 0.0022242633 |
|    clip_fraction        | 0.00513      |
|    clip_range           | 0.2          |
|    entropy_loss         | -28.3        |
|    explained_variance   | 1.19e-07     |
|    learning_rate        | 0.0017       |
|    loss                 | 7.47e+09     |
|    n_updates            | 1170         |
|    policy_gradient_loss | -0.00254     |
|    std                  | 1.6          |
|    value_loss           | 1.53e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 14           |
|    ep_rew_mean          | -2.43e+05    |
| time/                   |              |
|    fps                  | 919          |
|    time_elapsed         | 1054         |
|    total_timesteps      | 970000       |
| train/                  |              |
|    approx_kl            | 0.0023141117 |
|    clip_fraction        | 0.00419      |
|    clip_range           | 0.2          |
|    entropy_loss         | -28.4        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 8.46e+09     |
|    n_updates            | 1180         |
|    policy_gradient_loss | -0.00269     |
|    std                  | 1.61         |
|    value_loss           | 1.55e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 15           |
|    ep_rew_mean          | -2.53e+05    |
| time/                   |              |
|    fps                  | 920          |
|    time_elapsed         | 1064         |
|    total_timesteps      | 980000       |
| train/                  |              |
|    approx_kl            | 0.0022079975 |
|    clip_fraction        | 0.00225      |
|    clip_range           | 0.2          |
|    entropy_loss         | -28.5        |
|    explained_variance   | -2.38e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 6.81e+09     |
|    n_updates            | 1190         |
|    policy_gradient_loss | -0.00236     |
|    std                  | 1.62         |
|    value_loss           | 1.47e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 13.8         |
|    ep_rew_mean          | -2.43e+05    |
| time/                   |              |
|    fps                  | 921          |
|    time_elapsed         | 1074         |
|    total_timesteps      | 990000       |
| train/                  |              |
|    approx_kl            | 0.0021543577 |
|    clip_fraction        | 0.00367      |
|    clip_range           | 0.2          |
|    entropy_loss         | -28.5        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 7.07e+09     |
|    n_updates            | 1200         |
|    policy_gradient_loss | -0.00282     |
|    std                  | 1.63         |
|    value_loss           | 1.4e+10      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 12.4         |
|    ep_rew_mean          | -2.25e+05    |
| time/                   |              |
|    fps                  | 918          |
|    time_elapsed         | 1088         |
|    total_timesteps      | 1000000      |
| train/                  |              |
|    approx_kl            | 0.0017588164 |
|    clip_fraction        | 0.00238      |
|    clip_range           | 0.2          |
|    entropy_loss         | -28.7        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 7.79e+09     |
|    n_updates            | 1220         |
|    policy_gradient_loss | -0.00257     |
|    std                  | 1.64         |
|    value_loss           | 1.48e+10     |
------------------------------------------
Training ended on Tue Jan 27 16:37:24 2026
Training lasted 0:18:17.465605
